Politic_tags,number,overlap_num,overlap_word
데일리베스트,43,2,"['뉴스데일리베스트', '데일리베스트뉴스']"
김정숙,42,7,"['김정숙여사', '김정숙문재인', '문재인김정숙중국혼밥', '김정숙스카프', '김정숙여사옷', '#문재인#대통령#국빈만찬#중국#시진핑#중국방문#김정숙', '임종석김정숙']"
종편,42,2,"['민주종편', '국민종편']"
노회찬,42,2,"['노회찬김어준', '노회찬홍준표']"
한국,42,35,"['자유한국당', '한국뉴스', '한국당', '한국교회', '2018한국어디로가나', '자유한국당태블릿pc', '자유한국당김성태', '자유한국당뇌물', '한국기자중국경호원', '자유한국당태블릿pc조작진상조사tf', '자유한국당기자회견', '한국당특활비검찰고발', '자유한국당평창', '한국정상회담결과', '한국반응', '한국인터넷', '자유한국당국정감사임종석', '핵폐기물한국반입', '한국근대사', '한국사', '핵폐기물폐연료봉한국처리', '김성태자유한국당', '바른국민한국당', '한국중국', '한국학중앙연구원', '한국콘텐츠진흥원', '한국정책방송ktv', '자유한국당태블릿pc조작진상조사태스크포스', '트럼프한국일본', '한국인85명', '한국인85명한국송환', '한국차', '자유한국당초상집', '자유한국당최경환', '최경환자유한국당']"
김현정의뉴스쇼,41,0,[]
mb,41,35,"['mbc', 'mbc노조', 'mbc뉴스', 'mb특활비', 'mbcpd수첩171212', 'mbcpd수첩1136회', 'mbc7년몰락의역사', '사실상mb', 'mbc해직언론인', 'mbc이용마', 'mb둘레길', 'mbc신임사장', 'mbc해고자', '최승호mbc', 'mbc최승호사장', '주진우mb', '일mbc아침뉴스12132017', '일mbc아침뉴스', 'mbc가이상해졌다는홍준표의원', 'mbc아침뉴스', 'jerusalemembassyact', '바뀐mbc가이상해졌다', 'mbc의', 'mbc가이상해졌어요홍준표의원', '박근혜국정원mb정부', 'mbc뉴스데스크', 'mb아바타', 'mb국정원', 'mbn', 'mb구속', 'mb수사', 'mbc사장', 'uaeembassay', '이명박.국정원.mbc', 'mbc복직']"
좌파,41,3,"['좌파더불어민주당', '신좌파', '종북좌파']"
김대중,40,2,"['김대중추미애', '김대중대통령']"
박대출,39,1,['박대출의원']
노무현,39,0,[]
송희경,39,0,[]
북폭,39,4,"['미국북폭', '미국은북폭', '미국북폭명분잡았다', '북폭준비']"
멜라니아,38,0,[]
박수진,38,0,[]
이국종교수,38,0,[]
손상윤,37,1,['손상윤회장']
이정렬,37,0,[]
종북,37,1,['종북좌파']
한반도,37,5,"['한반도문제', '한반도전쟁위기', '한반도예언', '한반도전쟁', '한반도비핵화']"
국회,36,13,"['국회부의장', '국회의원', '국회의장', '전현희국회의원', '최민희국회의원', '추미애국회연설', '국회정론관', '트럼프국회연설', '국회개헌', '국회해산', '박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박', '이우현국회의원']"
우종창,36,1,['우종창의거짓과진실']
우종창의거짓과진실,35,0,[]
개헌,35,6,"['홍준표개헌', '더불어민주당개헌', '정세균개헌', '국회개헌', '김무성개헌', '원종우.개헌']"
김용민,35,0,[]
귀순병사,34,14,"['북한귀순병사', '귀순병사기생충', '귀순병사분변', '귀순병사의식', '판문점귀순병사', '북산귀순병사cctv', '귀순병사분석', '귀순병사가족', '귀순병사상태', '귀순병사개성', '귀순병사헌병', '귀순병사운전병', '귀순병사탈출', 'jsa귀순병사']"
황교익,34,0,[]
우파방송,34,1,['보수우파방송']
southkorea,34,1,['northkoreasouthkorea']
종합편성,33,0,[]
뉴스프로그램,33,0,[]
라이브,33,3,"['청와대라이브', '페이스북라이브', '청와대페이스북라이브']"
동영상,33,1,['동영상뉴스']
tv조선,33,1,['tv조선뉴스']
티브이조선,33,0,[]
적화,33,2,"['적화통일', '적화공작']"
티비조선,33,0,[]
방송사,33,2,"['뉴스방송사고', '방송사고']"
ch19,33,0,[]
민주당,33,11,"['더불어민주당', '더불어민주당숨은진주', '추미애더불어민주당', '민주당경선', '민주당차기', '민주당지지자', '민주당티비', '좌파더불어민주당', '더불어민주당개헌', '민노총민주당', '민노총민주당사']"
tv조선뉴스,33,0,[]
유시민,33,11,"['김어준유시민', '최민희유시민', '유시민이명박', '썰전유시민', '유시민썰전', '유시민레전드', '유시민돌직구', '유시민독설', '김성태유시민', '김성태유시민작가', '유시민작가']"
채널19,33,0,[]
애국방송,32,2,"['애국방송국', '개미애국방송']"
뉴스룸다시보기,32,3,"['토요일뉴스룸다시보기', '2017년12월16일뉴스룸다시보기', '12월16일뉴스룸다시보기']"
jtbclive,32,0,[]
빨갱이,32,0,[]
젊은보수,32,0,[]
젊은우파,32,0,[]
주사파정권,32,0,[]
뉴스룸풀영상,31,0,[]
뉴스다시보기,31,0,[]
스브스뉴스,31,0,[]
포항지진,31,9,"['포항지진영상', '포항지진방송', '포항지진대피', '포항지진영상자료', '포항지진cctv', '포항지진피해', '포항지진원전', '경북포항지진', '포항지진5.5']"
국가,31,12,"['국가안보', '국가정보원', '국가의전서열', '반국가세력', '국가망신', '국가부채', '국가기밀', '국가안전보장회의', '국가보안법', '국가배상', '국가안보보좌관', '국가수사본부']"
전체,31,3,"['전체듣기', '뉴스공장전체', '뉴스룸전체다시보기']"
인민민주주의,31,0,[]
하태경,31,0,[]
다스,30,16,"['이명박다스', '플랜다스의계', '다스뵈이다', '김어준의다스뵈이다', '다스베이더', '다스는누구겁니까', '다스실소유주', '다스이명박', '다스뵈이다6회', '다스뵈이다풀버전', '다스이시형', '다스특별세무조사', '다스여직원', '다스주식', '플랜다스', '다스비자금']"
뉴스풀영상,30,0,[]
동영상뉴스,29,0,[]
시사인,29,0,[]
video,29,1,['videomug']
사회,29,6,"['사회자', '사회부총리', '사회적참사', '사회적참사법', '사회를만들다', '조직사회']"
cbs,29,1,['cbs라디오fm98.1']
스브스,29,1,['스브스뉴스']
videomug,29,0,[]
비디오머그,29,0,[]
mug,29,1,['videomug']
언론노조,28,1,['전국언론노조']
박근혜대통령,28,4,"['#손석희박근혜대통령', '박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박', '박근혜대통령국선변호인']"
미디어협동조합,28,0,[]
국민tv,28,0,[]
헌법,28,3,"['조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만', '헌법재판소', '헌법개정']"
주간모음,27,2,"['9595쇼주간모음', '백반토론주간모음']"
9595쇼주간모음,27,0,[]
김관진,27,5,"['김관진석방', '김관진표적지', '김관진특활비', '김관진고백', '김관진진술']"
김어준의,27,4,"['김어준의뉴스공장', '김어준의다스뵈이다', '김어준의파파이스', '김어준의_뉴스공장']"
풀버전,27,2,"['백반토론풀버전', '다스뵈이다풀버전']"
백반토론주간모음,27,0,[]
공장,27,10,"['김어준의뉴스공장', '뉴스공장', '김어준뉴스공장', '뉴스공장김어준', '뉴스공장공개방송', '뉴스공장전체', '뉴스공장보이는라디오', '뉴스공장실시간', '뉴스공장pd', '김어준의_뉴스공장']"
9595쇼백반토론,27,0,[]
손상대,27,0,[]
백반토론풀버전,27,0,[]
배칠수전영미백반토론,27,0,[]
백반토론다시듣기,27,0,[]
배칠수전영미9595쇼,27,0,[]
9595쇼다시듣기,27,0,[]
김은지기자,27,0,[]
백반토론,26,6,"['백반토론주간모음', '9595쇼백반토론', '백반토론풀버전', '배칠수전영미백반토론', '백반토론다시듣기', '백반토론나는짐이다']"
mbc노조,25,0,[]
kbs,25,4,"['kbs공영노조', 'kbs뉴스9', 'kbs공영노조위원장', 'kbs정상화']"
안민석,24,0,[]
kbs공영노조,24,1,['kbs공영노조위원장']
민노총,24,3,"['민노총민주당', '민노총기습점거', '민노총민주당사']"
대한문,24,0,[]
정의당,24,2,"['정의당김종대', '김종대정의당']"
참수작전,24,0,[]
임상훈,23,0,[]
이지나,23,0,[]
실시간,23,4,"['뉴스공장실시간', '실시간급상승', '실시간뉴스', 'ytn실시간뉴스']"
안희정,23,0,[]
거짓의산,22,0,[]
yonhapnewstv,22,0,[]
우병우,22,10,"['우병우구속', '우병우라인', '우병우장모', '우병우눈빛', '우병우박근혜', '우병우구치소', '우병우팔짱', '우병우비명', '우병우기자', '우병우최순실']"
최강욱,22,1,['최강욱변호사']
김기수,21,1,['김기수변호사']
방중,21,4,"['문재인방중', '문재인대통령방중', '방중단', '방중성과']"
김현권,20,1,['김현권의원']
양지열,20,0,[]
프리덤뉴스,20,0,[]
박범계,20,2,"['박범계청문회', '박범계롯데월드']"
문재인정부,20,0,[]
sbs보도국,19,0,[]
sbs8news,19,0,[]
sbs8뉴스,19,0,[]
8뉴스,19,1,['sbs8뉴스']
서울방송,19,0,[]
seoulbroadcastingsystem,19,0,[]
이병태,19,1,['이병태교수']
에스비에스뉴스,19,0,[]
에스비에스,19,1,['에스비에스뉴스']
정태인,19,0,[]
koreannews,19,0,[]
sbs뉴스,19,0,[]
뉴스k,19,0,[]
국가안보,19,1,['국가안보보좌관']
장시호,19,8,"['장시호실형', '장시호아들', '장시호재판', '장시호징역', '장시호판결', '장시호징역형', '장시호눈물', '장시호1심']"
ㅓ슟,19,0,[]
국본,18,0,[]
518,18,0,[]
정상근,18,0,[]
한국당,18,15,"['자유한국당', '자유한국당태블릿pc', '자유한국당김성태', '자유한국당뇌물', '자유한국당태블릿pc조작진상조사tf', '자유한국당기자회견', '한국당특활비검찰고발', '자유한국당평창', '자유한국당국정감사임종석', '김성태자유한국당', '바른국민한국당', '자유한국당태블릿pc조작진상조사태스크포스', '자유한국당초상집', '자유한국당최경환', '최경환자유한국당']"
진정방송,18,0,[]
판문점,18,2,"['판문점귀순병사', '판문점귀순']"
홍준표대표,18,0,[]
반미,18,1,['문재인반미']
이종혁,18,0,[]
관훈나이트클럽,18,0,[]
김진애,18,0,[]
병사,18,21,"['귀순병사', '북한귀순병사', '귀순병사기생충', '귀순북한병사cctv', '귀순병사분변', '북한병사대대장', '귀순북한병사', '귀순병사의식', '판문점귀순병사', '북산귀순병사cctv', '북한병사기생충', '북한병사', '병사들', '귀순병사분석', '귀순병사가족', '귀순병사상태', '귀순병사개성', '귀순병사헌병', '귀순병사운전병', '귀순병사탈출', 'jsa귀순병사']"
노태우,18,0,[]
제천화재,18,5,"['제천화재유가족', '제천화재피해자', '제천화재참사', '문재인제천화재현장', '제천화재사고']"
9595쇼,18,4,"['9595쇼주간모음', '9595쇼백반토론', '배칠수전영미9595쇼', '9595쇼다시듣기']"
민영삼,17,2,"['민영삼tv', '민영삼의잘잘못못']"
jtbc뉴스룸,17,0,[]
정치쇼,17,2,"['정봉주의정치쇼', '정봉주정치쇼']"
여의도,17,0,[]
nocutv,17,0,[]
북괴,17,0,[]
비트코인,17,1,['비트코인단속']
저녁뉴스,17,0,[]
김현정,17,5,"['김현정의뉴스쇼', '김현정뉴스쇼', '김현정의', '김현정앵커', '김현정pd']"
안보,17,6,"['국가안보', '외교안보', '대외안보정보원', '안보위협', '국가안보보좌관', '문재인안보']"
김상조,17,0,[]
노르가즘,17,0,[]
노컷v,17,0,[]
남한,17,1,['베트남한중정상회담']
애국,17,12,"['대한애국당', '애국방송', '애국보수', '조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만', '애국자', '애국방송국', '애국당', '개미애국방송', '추미애국회연설', '박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해', '박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원', '박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박']"
